rank,docket,application,receipt,receipt_date,customer_number,application_status,last_transaction,last_transaction_date,title,disorder,active_pair,inventor,market,upfront,milestones,royalty,assignment,doi_url,zenodo_url,github_url,paper_status,patent_status
50,MHMDCNS-050,"64/077,051",76771890,05/28/2026,,Patent Center receipt confirmed,,,Pharmaceutical compositions and methods of treating Male Hypoactive Sexual Desire Disorder with a combination of mianserin and sufentanil,Male Hypoactive Sexual Desire Disorder,mianserin + sufentanil,Daniel Jerome Broz,Mid tier; ~$300M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20609389,https://zenodo.org/records/20609389,https://github.com/danbroz/Med-discovery-public/tree/main/male_hypoactive_sexual_desire_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
51,MHMDCNS-051,"64/077,085",76772337,05/28/2026,,Patent Center receipt confirmed,,,Pharmaceutical compositions and methods of treating Intermittent Explosive Disorder with a combination of perospirone and oxymetazoline,Intermittent Explosive Disorder,perospirone + oxymetazoline,Daniel Jerome Broz,Mid tier; ~$300M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708188,https://zenodo.org/records/20708188,https://github.com/danbroz/Med-discovery-public/tree/main/intermittent_explosive_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
52,MHMDCNS-052,"64/090,754",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Body Dysmorphic Disorder with a combination of pimavanserin and vilazodone,Body Dysmorphic Disorder,pimavanserin + vilazodone,Daniel Jerome Broz,Mid tier; ~$200M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708190,https://zenodo.org/records/20708190,https://github.com/danbroz/Med-discovery-public/tree/main/body_dysmorphic_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
53,MHMDCNS-053,"64/090,757",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Hoarding Disorder with a combination of vilazodone and pimavanserin,Hoarding Disorder,vilazodone + pimavanserin,Daniel Jerome Broz,Mid tier; ~$200M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708192,https://zenodo.org/records/20708192,https://github.com/danbroz/Med-discovery-public/tree/main/hoarding_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
54,MHMDCNS-054,"64/090,760",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Excoriation (Skin Picking) Disorder with a combination of vilazodone and pimavanserin,Excoriation (Skin Picking) Disorder,vilazodone + pimavanserin,Daniel Jerome Broz,Mid tier; ~$200M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708194,https://zenodo.org/records/20708194,https://github.com/danbroz/Med-discovery-public/tree/main/excoriation_skin_picking_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
55,MHMDCNS-055,"64/090,761",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Brief Psychotic Disorder with a combination of xanomeline and perospirone,Brief Psychotic Disorder,xanomeline + perospirone,Daniel Jerome Broz,Mid tier; ~$200M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708196,https://zenodo.org/records/20708196,https://github.com/danbroz/Med-discovery-public/tree/main/brief_psychotic_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
56,MHMDCNS-056,"64/090,767",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Prolonged Grief Disorder with a combination of agomelatine and vilazodone,Prolonged Grief Disorder,agomelatine + vilazodone,Daniel Jerome Broz,Mid tier; ~$200M emerging est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708198,https://zenodo.org/records/20708198,https://github.com/danbroz/Med-discovery-public/tree/main/prolonged_grief_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
57,MHMDCNS-057,"64/090,770",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Illness Anxiety Disorder with a combination of agomelatine and vilazodone,Illness Anxiety Disorder,agomelatine + vilazodone,Daniel Jerome Broz,Mid tier; ~$200M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708200,https://zenodo.org/records/20708200,https://github.com/danbroz/Med-discovery-public/tree/main/illness_anxiety_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
58,MHMDCNS-058,"64/090,773",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Somatic Symptom Disorder with a combination of vilazodone and betaxolol,Somatic Symptom Disorder,vilazodone + betaxolol,Daniel Jerome Broz,Mid tier; ~$200M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708202,https://zenodo.org/records/20708202,https://github.com/danbroz/Med-discovery-public/tree/main/somatic_symptom_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
59,MHMDCNS-059,"64/090,780",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Functional Neurological Symptom Disorder with a combination of vilazodone and betaxolol,Functional Neurological Symptom Disorder,vilazodone + betaxolol,Daniel Jerome Broz,Mid tier; ~$200M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708204,https://zenodo.org/records/20708204,https://github.com/danbroz/Med-discovery-public/tree/main/functional_neurological_symptom_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
60,MHMDCNS-060,"64/090,786",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Female Orgasmic Disorder with a combination of sufentanil and mianserin,Female Orgasmic Disorder,sufentanil + mianserin,Daniel Jerome Broz,Mid tier; ~$200M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708206,https://zenodo.org/records/20708206,https://github.com/danbroz/Med-discovery-public/tree/main/female_orgasmic_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
61,MHMDCNS-061,"64/090,791",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating REM Sleep Behavior Disorder with a combination of suvorexant and agomelatine,REM Sleep Behavior Disorder,suvorexant + agomelatine,Daniel Jerome Broz,Mid tier; ~$200M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708208,https://zenodo.org/records/20708208,https://github.com/danbroz/Med-discovery-public/tree/main/rem_sleep_behavior_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
62,MHMDCNS-062,"64/090,795",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Nightmare Disorder with a combination of suvorexant and agomelatine,Nightmare Disorder,suvorexant + agomelatine,Daniel Jerome Broz,Mid tier; ~$200M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708210,https://zenodo.org/records/20708210,https://github.com/danbroz/Med-discovery-public/tree/main/nightmare_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
63,MHMDCNS-063,"64/090,797",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Non-REM Sleep Arousal Disorders with a combination of suvorexant and agomelatine,Non-REM Sleep Arousal Disorders,suvorexant + agomelatine,Daniel Jerome Broz,Mid tier; ~$200M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708212,https://zenodo.org/records/20708212,https://github.com/danbroz/Med-discovery-public/tree/main/non_rem_sleep_arousal_disorders,DOI-indexed Zenodo preprint,US provisional patent pending
64,MHMDCNS-064,"64/090,809",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Sleep Related Hypoventilation with a combination of suvorexant and agomelatine,Sleep Related Hypoventilation,suvorexant + agomelatine,Daniel Jerome Broz,Mid tier; ~$200M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708214,https://zenodo.org/records/20708214,https://github.com/danbroz/Med-discovery-public/tree/main/sleep_related_hypoventilation,DOI-indexed Zenodo preprint,US provisional patent pending
65,MHMDCNS-065,"64/090,814",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating compulsive and related disorders with a combination of pimavanserin and vilazodone,Compulsive and Related Disorder (umbrella),vilazodone + pimavanserin,Daniel Jerome Broz,Mid tier; ~$200M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708216,https://zenodo.org/records/20708216,https://github.com/danbroz/Med-discovery-public/tree/main/compulsive_and_related_disorder_umbrella,DOI-indexed Zenodo preprint,US provisional patent pending
66,MHMDCNS-066,"64/090,818",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Psychological Factors Affecting Other Medical Conditions with a combination of vilazodone and betaxolol,Psychological Factors Affecting Other Medical Conditions,vilazodone + betaxolol,Daniel Jerome Broz,Mid tier; ~$200M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708218,https://zenodo.org/records/20708218,https://github.com/danbroz/Med-discovery-public/tree/main/psychological_factors_affecting_other_medical_conditions,DOI-indexed Zenodo preprint,US provisional patent pending
67,MHMDCNS-067,"64/090,819",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Antisocial Personality Disorder with a combination of pimavanserin and perospirone,Antisocial Personality Disorder,pimavanserin + perospirone,Daniel Jerome Broz,Small tier; ~$150M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708220,https://zenodo.org/records/20708220,https://github.com/danbroz/Med-discovery-public/tree/main/antisocial_personality_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
68,MHMDCNS-068,"64/090,822",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Avoidant Personality Disorder with a combination of pimavanserin and perospirone,Avoidant Personality Disorder,pimavanserin + perospirone,Daniel Jerome Broz,Small tier; ~$150M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708222,https://zenodo.org/records/20708222,https://github.com/danbroz/Med-discovery-public/tree/main/avoidant_personality_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
69,MHMDCNS-069,"64/090,825",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Trichotillomania with a combination of pimavanserin and perospirone,Trichotillomania,pimavanserin + perospirone,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708224,https://zenodo.org/records/20708224,https://github.com/danbroz/Med-discovery-public/tree/main/trichotillomania,DOI-indexed Zenodo preprint,US provisional patent pending
70,MHMDCNS-070,"64/090,830",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Catatonic Disorder Due to Another Medical Condition with a combination of xanomeline and perospirone,Catatonic Disorder Due to Another Medical Condition,xanomeline + perospirone,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708226,https://zenodo.org/records/20708226,https://github.com/danbroz/Med-discovery-public/tree/main/catatonic_disorder_due_to_another_medical_condition,DOI-indexed Zenodo preprint,US provisional patent pending
71,MHMDCNS-071,"64/090,835",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Bipolar and Related Disorder Due to Another Medical Condition with a combination of perospirone and pimavanserin,Bipolar and Related Disorder Due to Another Medical Condition,perospirone + pimavanserin,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708228,https://zenodo.org/records/20708228,https://github.com/danbroz/Med-discovery-public/tree/main/bipolar_and_related_disorder_due_to_another_medical_condition,DOI-indexed Zenodo preprint,US provisional patent pending
72,MHMDCNS-072,"64/091,117",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,Entity Status Set To Undiscounted (Initial Default Setting or Status Change),06/15/2026,Pharmaceutical compositions and methods of treating Psychotic Disorder Due to Another Medical Condition with a combination of perospirone and xanomeline,Psychotic Disorder Due to Another Medical Condition,perospirone + xanomeline,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708230,https://zenodo.org/records/20708230,https://github.com/danbroz/Med-discovery-public/tree/main/psychotic_disorder_due_to_another_medical_condition,DOI-indexed Zenodo preprint,US provisional patent pending
73,MHMDCNS-073,"64/090,838",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Schizoid Personality Disorder with a combination of xanomeline and perospirone,Schizoid Personality Disorder,xanomeline + perospirone,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708232,https://zenodo.org/records/20708232,https://github.com/danbroz/Med-discovery-public/tree/main/schizoid_personality_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
74,MHMDCNS-074,"64/090,843",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Schizotypal Personality Disorder with a combination of xanomeline and perospirone,Schizotypal Personality Disorder,xanomeline + perospirone,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708234,https://zenodo.org/records/20708234,https://github.com/danbroz/Med-discovery-public/tree/main/schizotypal_personality_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
75,MHMDCNS-075,"64/090,849",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Cannabis Withdrawal with a combination of delta-9-tetrahydrocannabinol and betaxolol,Cannabis Withdrawal,Δ9-tetrahydrocannabinol + betaxolol,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708236,https://zenodo.org/records/20708236,https://github.com/danbroz/Med-discovery-public/tree/main/cannabis_withdrawal,DOI-indexed Zenodo preprint,US provisional patent pending
76,MHMDCNS-076,"64/090,853",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Anxiety Disorder Due to Another Medical Condition with a combination of agomelatine and vilazodone,Anxiety Disorder Due to Another Medical Condition,agomelatine + vilazodone,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708238,https://zenodo.org/records/20708238,https://github.com/danbroz/Med-discovery-public/tree/main/anxiety_disorder_due_to_another_medical_condition,DOI-indexed Zenodo preprint,US provisional patent pending
77,MHMDCNS-077,"64/090,856",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Dependent Personality Disorder with a combination of perospirone and pimavanserin,Dependent Personality Disorder,perospirone + pimavanserin,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708240,https://zenodo.org/records/20708240,https://github.com/danbroz/Med-discovery-public/tree/main/dependent_personality_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
78,MHMDCNS-078,"64/090,859",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Histrionic Personality Disorder with a combination of perospirone and pimavanserin,Histrionic Personality Disorder,perospirone + pimavanserin,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708242,https://zenodo.org/records/20708242,https://github.com/danbroz/Med-discovery-public/tree/main/histrionic_personality_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
79,MHMDCNS-079,"64/090,862",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Narcissistic Personality Disorder with a combination of perospirone and pimavanserin,Narcissistic Personality Disorder,perospirone + pimavanserin,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708244,https://zenodo.org/records/20708244,https://github.com/danbroz/Med-discovery-public/tree/main/narcissistic_personality_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
80,MHMDCNS-080,"64/090,864",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Paranoid Personality Disorder with a combination of perospirone and pimavanserin,Paranoid Personality Disorder,perospirone + pimavanserin,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708246,https://zenodo.org/records/20708246,https://github.com/danbroz/Med-discovery-public/tree/main/paranoid_personality_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
81,MHMDCNS-081,"64/090,868",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Stimulant Withdrawal with a combination of agomelatine and delta-9-tetrahydrocannabinol,Stimulant Withdrawal,agomelatine + Δ9-tetrahydrocannabinol,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708248,https://zenodo.org/records/20708248,https://github.com/danbroz/Med-discovery-public/tree/main/stimulant_withdrawal,DOI-indexed Zenodo preprint,US provisional patent pending
82,MHMDCNS-082,"64/090,872",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Depressive Disorder Due to Another Medical Condition with a combination of agomelatine and vilazodone,Depressive Disorder Due to Another Medical Condition,agomelatine + vilazodone,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708250,https://zenodo.org/records/20708250,https://github.com/danbroz/Med-discovery-public/tree/main/depressive_disorder_due_to_another_medical_condition,DOI-indexed Zenodo preprint,US provisional patent pending
83,MHMDCNS-083,"64/090,875",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Personality Change Due to Another Medical Condition with a combination of perospirone and pimavanserin,Personality Change Due to Another Medical Condition,perospirone + pimavanserin,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708252,https://zenodo.org/records/20708252,https://github.com/danbroz/Med-discovery-public/tree/main/personality_change_due_to_another_medical_condition,DOI-indexed Zenodo preprint,US provisional patent pending
84,MHMDCNS-084,"64/090,879",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating OCD-Related Disorder Due to Another Medical Condition with a combination of pimavanserin and vilazodone,OCD-Related Disorder Due to Another Medical Condition,pimavanserin + vilazodone,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708254,https://zenodo.org/records/20708254,https://github.com/danbroz/Med-discovery-public/tree/main/ocd_related_disorder_due_to_another_medical_condition,DOI-indexed Zenodo preprint,US provisional patent pending
85,MHMDCNS-085,"64/090,889",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Delayed Ejaculation with a combination of mianserin and sufentanil,Delayed Ejaculation,mianserin + sufentanil,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708256,https://zenodo.org/records/20708256,https://github.com/danbroz/Med-discovery-public/tree/main/delayed_ejaculation,DOI-indexed Zenodo preprint,US provisional patent pending
86,MHMDCNS-086,"64/090,891",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Major or Mild Neurocognitive Disorder Due to HIV Infection with a combination of pitolisant and xanomeline,Major or Mild NCD Due to HIV Infection,pitolisant + xanomeline,Daniel Jerome Broz,Small tier; ~$100M est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708258,https://zenodo.org/records/20708258,https://github.com/danbroz/Med-discovery-public/tree/main/major_or_mild_ncd_due_to_hiv_infection,DOI-indexed Zenodo preprint,US provisional patent pending
87,MHMDCNS-087,"64/090,896",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Major or Mild Neurocognitive Disorder Due to Huntington's Disease with a combination of pitolisant and xanomeline,Major or Mild NCD Due to Huntington's Disease,pitolisant + xanomeline,Daniel Jerome Broz,Small tier; ~$100M orphan-pricing est. market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708260,https://zenodo.org/records/20708260,https://github.com/danbroz/Med-discovery-public/tree/main/major_or_mild_ncd_due_to_huntington_s_disease,DOI-indexed Zenodo preprint,US provisional patent pending
88,MHMDCNS-088,"64/090,899",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Pedophilic Disorder with a combination of vilazodone and bicalutamide,Pedophilic Disorder,vilazodone + bicalutamide,Daniel Jerome Broz,Small tier; ~$100M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708262,https://zenodo.org/records/20708262,https://github.com/danbroz/Med-discovery-public/tree/main/pedophilic_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
89,MHMDCNS-089,"64/090,901",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Other or Unknown Substance Withdrawal with a combination of delta-9-tetrahydrocannabinol and betaxolol,Other or Unknown Substance Withdrawal,Δ9-tetrahydrocannabinol + betaxolol,Daniel Jerome Broz,Small tier; ~$100M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708264,https://zenodo.org/records/20708264,https://github.com/danbroz/Med-discovery-public/tree/main/other_or_unknown_substance_withdrawal,DOI-indexed Zenodo preprint,US provisional patent pending
90,MHMDCNS-090,"64/090,904",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of reducing acute distress associated with Gender Dysphoria with a combination of mianserin and sufentanil,Gender Dysphoria,mianserin + sufentanil,Daniel Jerome Broz,Small tier; ~$100M est. annual market excluding separate hormone-therapy revenue,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708266,https://zenodo.org/records/20708266,https://github.com/danbroz/Med-discovery-public/tree/main/gender_dysphoria,DOI-indexed Zenodo preprint,US provisional patent pending
91,MHMDCNS-091,"64/090,907",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Intellectual Developmental Disorder with a combination of pitolisant and oxytocin,Intellectual Developmental Disorder,pitolisant + oxytocin,Daniel Jerome Broz,Small tier; ~$100M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708268,https://zenodo.org/records/20708268,https://github.com/danbroz/Med-discovery-public/tree/main/intellectual_developmental_disorder,DOI-indexed Zenodo preprint,US provisional patent pending
92,MHMDCNS-092,"64/090,913",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,IFW Scan & PACR Auto Security Review,06/15/2026,Pharmaceutical compositions and methods of treating Neurocognitive Disorder Due to Another Medical Condition with a combination of xanomeline and pitolisant,Neurocognitive Disorder Due to Another Medical Condition,xanomeline + pitolisant,Daniel Jerome Broz,Small tier; ~$100M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708270,https://zenodo.org/records/20708270,https://github.com/danbroz/Med-discovery-public/tree/main/neurocognitive_disorder_due_to_another_medical_condition,DOI-indexed Zenodo preprint,US provisional patent pending
93,MHMDCNS-093,"64/091,120",Patent Center customer-number export,06/15/2026,234900,Application Undergoing Preexam Processing,Entity Status Set To Undiscounted (Initial Default Setting or Status Change),06/15/2026,Pharmaceutical compositions and methods of treating Kleptomania with a combination of perospirone and pimavanserin,Kleptomania,perospirone + pimavanserin,Daniel Jerome Broz,Niche tier; <$50M est. annual market,$0.25-1.0M,$20-75M,0.75-2.5%,$2-12M,https://doi.org/10.5281/zenodo.20708272,https://zenodo.org/records/20708272,https://github.com/danbroz/Med-discovery-public/tree/main/kleptomania,DOI-indexed Zenodo preprint,US provisional patent pending
